drug1,drug2,text,interacts,type
DDI-DrugBank.d210.s31.e0,DDI-DrugBank.d210.s31.e2,"drug1: Anticoagulant activity should be monitored, particularly in the first few days after initiating or changing drug0 therapy in patients receiving drug2",False, 
DDI-DrugBank.d210.s31.e1,DDI-DrugBank.d210.s31.e2,"drug0: Anticoagulant activity should be monitored, particularly in the first few days after initiating or changing drug1 therapy in patients receiving drug2",True,advise
DDI-DrugBank.d210.s32.e0,DDI-DrugBank.d210.s32.e1,In single and multiple dose studies in healthy subjects receiving both drug1 and drug2,True,effect
DDI-DrugBank.d210.s33.e0,DDI-DrugBank.d210.s33.e1,"In post-marketing experience, bleeding events have been reported, predominantly in the elderly, in association with increases in prothrombin time in patients receiving drug1 concurrently with drug2",True,effect
DDI-DrugBank.d145.s0.e0,DDI-DrugBank.d145.s0.e1,Plasma levels of drug1 may become subtherapeutic during drug2,True,mechanism
DDI-DrugBank.d78.s0.e0,DDI-DrugBank.d78.s0.e1,"drug1, drug2, Metal Cations, drug0 drug0",False, 
DDI-DrugBank.d78.s0.e0,DDI-DrugBank.d78.s0.e2,"drug1, drug0, Metal Cations, drug2 drug0",False, 
DDI-DrugBank.d78.s1.e0,DDI-DrugBank.d78.s1.e1,"Administration of drug1 with drug2 containing drug0, drug0, or drug0, with drug0, with metal cations such as drug0, or with drug0 containing drug0 or drug0, or with formulations containing divalent and trivalent cations such as drug0 (drug0) chewable/buffered tablets or the pediatric powder for oral solution, may substantially interfere with the absorption of drug0",False, 
DDI-DrugBank.d78.s1.e0,DDI-DrugBank.d78.s1.e2,"Administration of drug1 with drug0 containing drug2, drug0, or drug0, with drug0, with metal cations such as drug0, or with drug0 containing drug0 or drug0, or with formulations containing divalent and trivalent cations such as drug0 (drug0) chewable/buffered tablets or the pediatric powder for oral solution, may substantially interfere with the absorption of drug0",True,mechanism
DDI-DrugBank.d78.s1.e0,DDI-DrugBank.d78.s1.e3,"Administration of drug1 with drug0 containing drug0, drug2, or drug0, with drug0, with metal cations such as drug0, or with drug0 containing drug0 or drug0, or with formulations containing divalent and trivalent cations such as drug0 (drug0) chewable/buffered tablets or the pediatric powder for oral solution, may substantially interfere with the absorption of drug0",True,mechanism
DDI-DrugBank.d78.s1.e0,DDI-DrugBank.d78.s1.e4,"Administration of drug1 with drug0 containing drug0, drug0, or drug2, with drug0, with metal cations such as drug0, or with drug0 containing drug0 or drug0, or with formulations containing divalent and trivalent cations such as drug0 (drug0) chewable/buffered tablets or the pediatric powder for oral solution, may substantially interfere with the absorption of drug0",True,mechanism
DDI-DrugBank.d78.s1.e0,DDI-DrugBank.d78.s1.e5,"Administration of drug1 with drug0 containing drug0, drug0, or drug0, with drug2, with metal cations such as drug0, or with drug0 containing drug0 or drug0, or with formulations containing divalent and trivalent cations such as drug0 (drug0) chewable/buffered tablets or the pediatric powder for oral solution, may substantially interfere with the absorption of drug0",True,mechanism
DDI-DrugBank.d78.s1.e0,DDI-DrugBank.d78.s1.e6,"Administration of drug1 with drug0 containing drug0, drug0, or drug0, with drug0, with metal cations such as drug2, or with drug0 containing drug0 or drug0, or with formulations containing divalent and trivalent cations such as drug0 (drug0) chewable/buffered tablets or the pediatric powder for oral solution, may substantially interfere with the absorption of drug0",True,mechanism
DDI-DrugBank.d78.s1.e0,DDI-DrugBank.d78.s1.e7,"Administration of drug1 with drug0 containing drug0, drug0, or drug0, with drug0, with metal cations such as drug0, or with drug2 containing drug0 or drug0, or with formulations containing divalent and trivalent cations such as drug0 (drug0) chewable/buffered tablets or the pediatric powder for oral solution, may substantially interfere with the absorption of drug0",True,mechanism
DDI-DrugBank.d78.s1.e0,DDI-DrugBank.d78.s1.e8,"Administration of drug1 with drug0 containing drug0, drug0, or drug0, with drug0, with metal cations such as drug0, or with drug0 containing drug2 or drug0, or with formulations containing divalent and trivalent cations such as drug0 (drug0) chewable/buffered tablets or the pediatric powder for oral solution, may substantially interfere with the absorption of drug0",True,mechanism
DDI-DrugBank.d78.s1.e0,DDI-DrugBank.d78.s1.e9,"Administration of drug1 with drug0 containing drug0, drug0, or drug0, with drug0, with metal cations such as drug0, or with drug0 containing drug0 or drug2, or with formulations containing divalent and trivalent cations such as drug0 (drug0) chewable/buffered tablets or the pediatric powder for oral solution, may substantially interfere with the absorption of drug0",True,mechanism
DDI-DrugBank.d78.s1.e0,DDI-DrugBank.d78.s1.e10,"Administration of drug1 with drug0 containing drug0, drug0, or drug0, with drug0, with metal cations such as drug0, or with drug0 containing drug0 or drug0, or with formulations containing divalent and trivalent cations such as drug2 (drug0) chewable/buffered tablets or the pediatric powder for oral solution, may substantially interfere with the absorption of drug0",True,mechanism
DDI-DrugBank.d78.s1.e0,DDI-DrugBank.d78.s1.e11,"Administration of drug1 with drug0 containing drug0, drug0, or drug0, with drug0, with metal cations such as drug0, or with drug0 containing drug0 or drug0, or with formulations containing divalent and trivalent cations such as drug0 (drug2) chewable/buffered tablets or the pediatric powder for oral solution, may substantially interfere with the absorption of drug0",True,mechanism
DDI-DrugBank.d78.s1.e0,DDI-DrugBank.d78.s1.e12,"Administration of drug1 with drug0 containing drug0, drug0, or drug0, with drug0, with metal cations such as drug0, or with drug0 containing drug0 or drug0, or with formulations containing divalent and trivalent cations such as drug0 (drug0) chewable/buffered tablets or the pediatric powder for oral solution, may substantially interfere with the absorption of drug2",False, 
DDI-DrugBank.d78.s3.e0,DDI-DrugBank.d78.s3.e1,"drug1 drug2 drug0, like other drug0, may inhibit the metabolism of drug0 and drug0",False, 
DDI-DrugBank.d78.s3.e0,DDI-DrugBank.d78.s3.e2,"drug1 drug0 drug2, like other drug0, may inhibit the metabolism of drug0 and drug0",False, 
DDI-DrugBank.d78.s3.e2,DDI-DrugBank.d78.s3.e4,"drug0 drug0 drug1, like other drug0, may inhibit the metabolism of drug2 and drug0",True,mechanism
DDI-DrugBank.d78.s3.e2,DDI-DrugBank.d78.s3.e5,"drug0 drug0 drug1, like other drug0, may inhibit the metabolism of drug0 and drug2",True,mechanism
DDI-DrugBank.d78.s3.e3,DDI-DrugBank.d78.s3.e4,"drug0 drug0 drug0, like other drug1, may inhibit the metabolism of drug2 and drug0",True,mechanism
DDI-DrugBank.d78.s3.e3,DDI-DrugBank.d78.s3.e5,"drug0 drug0 drug0, like other drug1, may inhibit the metabolism of drug0 and drug2",True,mechanism
DDI-DrugBank.d78.s5.e0,DDI-DrugBank.d78.s5.e1,"In some patients, this may lead to reduced clearance, prolongation of plasma half-life, and enhanced effects of drug1 and drug2",False, 
DDI-DrugBank.d78.s6.e0,DDI-DrugBank.d78.s6.e1,drug1: drug2 is a competitive inhibitor of the metabolism of drug0,False, 
DDI-DrugBank.d78.s6.e0,DDI-DrugBank.d78.s6.e2,drug1: drug0 is a competitive inhibitor of the metabolism of drug2,False, 
DDI-DrugBank.d78.s6.e1,DDI-DrugBank.d78.s6.e2,drug0: drug1 is a competitive inhibitor of the metabolism of drug2,True,mechanism
DDI-DrugBank.d78.s7.e0,DDI-DrugBank.d78.s7.e1,Serum drug1 concentrations increase when drug2 is initiated in a patient maintained on drug0,False, 
DDI-DrugBank.d78.s7.e0,DDI-DrugBank.d78.s7.e2,Serum drug1 concentrations increase when drug0 is initiated in a patient maintained on drug2,False, 
DDI-DrugBank.d78.s7.e1,DDI-DrugBank.d78.s7.e2,Serum drug0 concentrations increase when drug1 is initiated in a patient maintained on drug2,True,mechanism
DDI-DrugBank.d78.s8.e0,DDI-DrugBank.d78.s8.e1,"When initiating a multi-day course of drug1 in a patient maintained on drug2, the drug0 maintenance dose should be halved for the period of concurrent use of drug0 and monitoring of serum drug0",False, 
DDI-DrugBank.d78.s8.e0,DDI-DrugBank.d78.s8.e2,"When initiating a multi-day course of drug1 in a patient maintained on drug0, the drug2 maintenance dose should be halved for the period of concurrent use of drug0 and monitoring of serum drug0",False, 
DDI-DrugBank.d78.s8.e2,DDI-DrugBank.d78.s8.e3,"When initiating a multi-day course of drug0 in a patient maintained on drug0, the drug1 maintenance dose should be halved for the period of concurrent use of drug2 and monitoring of serum drug0",True,advise
DDI-DrugBank.d78.s9.e0,DDI-DrugBank.d78.s9.e1,"drug1: In subjects receiving drug2, no significant change in clotting time was observed when drug0",False, 
DDI-DrugBank.d78.s9.e0,DDI-DrugBank.d78.s9.e2,"drug1: In subjects receiving drug0, no significant change in clotting time was observed when drug2",False, 
DDI-DrugBank.d78.s10.e0,DDI-DrugBank.d78.s10.e1,"However, because some drug1 have been reported to enhance the effects of drug2 or its derivatives, prothrombin time or other suitable anticoagulation test should be monitored closely if a drug0 is administered with drug0",True,effect
DDI-DrugBank.d78.s10.e0,DDI-DrugBank.d78.s10.e2,"However, because some drug1 have been reported to enhance the effects of drug0 or its derivatives, prothrombin time or other suitable anticoagulation test should be monitored closely if a drug2 is administered with drug0",False, 
DDI-DrugBank.d78.s10.e0,DDI-DrugBank.d78.s10.e3,"However, because some drug1 have been reported to enhance the effects of drug0 or its derivatives, prothrombin time or other suitable anticoagulation test should be monitored closely if a drug0 is administered with drug2",False, 
DDI-DrugBank.d78.s10.e2,DDI-DrugBank.d78.s10.e3,"However, because some drug0 have been reported to enhance the effects of drug0 or its derivatives, prothrombin time or other suitable anticoagulation test should be monitored closely if a drug1 is administered with drug2",True,advise
DDI-DrugBank.d78.s11.e0,DDI-DrugBank.d78.s11.e1,Drugs Metabolized by Cytochrome P450 Enzymes The drug interaction study evaluating the effect of drug1 on drug2 indicates that drug0 inhibits drug0,False, 
DDI-DrugBank.d78.s11.e0,DDI-DrugBank.d78.s11.e2,Drugs Metabolized by Cytochrome P450 Enzymes The drug interaction study evaluating the effect of drug1 on drug0 indicates that drug2 inhibits drug0,False, 
DDI-DrugBank.d78.s11.e2,DDI-DrugBank.d78.s11.e3,Drugs Metabolized by Cytochrome P450 Enzymes The drug interaction study evaluating the effect of drug0 on drug0 indicates that drug1 inhibits drug2,True,mechanism
DDI-DrugBank.d78.s13.e0,DDI-DrugBank.d78.s13.e1,"substrates, in vitro data suggest similar effects of drug1 in CYP3A4 mediated metabolism and drug2",False, 
DDI-DrugBank.d78.s14.e0,DDI-DrugBank.d78.s14.e1,"In addition, other drug1 have been reported to decrease the CYP3A4-mediated metabolism of drug2",True,mechanism
DDI-DrugBank.d78.s16.e0,DDI-DrugBank.d78.s16.e1,"include drug1, drug2, drug0, drug0, and drug0",False, 
DDI-DrugBank.d78.s16.e0,DDI-DrugBank.d78.s16.e2,"include drug1, drug0, drug2, drug0, and drug0",False, 
DDI-DrugBank.d78.s19.e0,DDI-DrugBank.d78.s19.e1,drug1 (drug2): The concomitant administration of a drug0 with a drug0,False, 
DDI-DrugBank.d78.s19.e0,DDI-DrugBank.d78.s19.e2,drug1 (drug0): The concomitant administration of a drug2 with a drug0,False, 
DDI-DrugBank.d78.s19.e2,DDI-DrugBank.d78.s19.e3,drug0 (drug0): The concomitant administration of a drug1 with a drug2,True,effect
DDI-DrugBank.d78.s20.e0,DDI-DrugBank.d78.s20.e1,"drug1: Disturbances of blood glucose, including hyperglycemia and hypoglycemia, have been reported in patients treated concomitantly with drug2 and an drug0",False, 
DDI-DrugBank.d78.s20.e0,DDI-DrugBank.d78.s20.e2,"drug1: Disturbances of blood glucose, including hyperglycemia and hypoglycemia, have been reported in patients treated concomitantly with drug0 and an drug2",False, 
DDI-DrugBank.d78.s20.e1,DDI-DrugBank.d78.s20.e2,"drug0: Disturbances of blood glucose, including hyperglycemia and hypoglycemia, have been reported in patients treated concomitantly with drug1 and an drug2",True,effect
DDI-DrugBank.d267.s0.e0,DDI-DrugBank.d267.s0.e1,Prior administration of drug1 has no clinically important effect on the neuromuscular blocking action of drug2,False, 
DDI-DrugBank.d267.s1.e0,DDI-DrugBank.d267.s1.e1,The use of drug1 before drug2 to attenuate some of the side effects of drug0,False, 
DDI-DrugBank.d267.s1.e0,DDI-DrugBank.d267.s1.e2,The use of drug1 before drug0 to attenuate some of the side effects of drug2,False, 
DDI-DrugBank.d267.s2.e0,DDI-DrugBank.d267.s2.e1,There are no clinical data on concomitant use of drug1 and other nondepolarizing drug2,False, 
DDI-DrugBank.d267.s3.e0,DDI-DrugBank.d267.s3.e1,"drug1, drug2, and drug0 decrease the ED50 of drug0",False, 
DDI-DrugBank.d267.s3.e0,DDI-DrugBank.d267.s3.e2,"drug1, drug0, and drug2 decrease the ED50 of drug0",False, 
DDI-DrugBank.d267.s3.e0,DDI-DrugBank.d267.s3.e3,"drug1, drug0, and drug0 decrease the ED50 of drug2",True,mechanism
DDI-DrugBank.d267.s3.e1,DDI-DrugBank.d267.s3.e3,"drug0, drug1, and drug0 decrease the ED50 of drug2",True,mechanism
DDI-DrugBank.d267.s3.e2,DDI-DrugBank.d267.s3.e3,"drug0, drug0, and drug1 decrease the ED50 of drug2",True,mechanism
DDI-DrugBank.d267.s5.e0,DDI-DrugBank.d267.s5.e1,"Other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as drug1 include certain drug2 (e. g., drug0, drug0, drug0, drug0, drug0, drug0, drug0, and drug0), drug0 salts, drug0, local drug0, drug0, and drug0",True,effect
DDI-DrugBank.d267.s5.e0,DDI-DrugBank.d267.s5.e2,"Other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as drug1 include certain drug0 (e. g., drug2, drug0, drug0, drug0, drug0, drug0, drug0, and drug0), drug0 salts, drug0, local drug0, drug0, and drug0",True,effect
DDI-DrugBank.d267.s5.e0,DDI-DrugBank.d267.s5.e3,"Other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as drug1 include certain drug0 (e. g., drug0, drug2, drug0, drug0, drug0, drug0, drug0, and drug0), drug0 salts, drug0, local drug0, drug0, and drug0",True,effect
DDI-DrugBank.d267.s5.e0,DDI-DrugBank.d267.s5.e4,"Other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as drug1 include certain drug0 (e. g., drug0, drug0, drug2, drug0, drug0, drug0, drug0, and drug0), drug0 salts, drug0, local drug0, drug0, and drug0",True,effect
DDI-DrugBank.d267.s5.e0,DDI-DrugBank.d267.s5.e5,"Other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as drug1 include certain drug0 (e. g., drug0, drug0, drug0, drug2, drug0, drug0, drug0, and drug0), drug0 salts, drug0, local drug0, drug0, and drug0",True,effect
DDI-DrugBank.d267.s5.e0,DDI-DrugBank.d267.s5.e6,"Other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as drug1 include certain drug0 (e. g., drug0, drug0, drug0, drug0, drug2, drug0, drug0, and drug0), drug0 salts, drug0, local drug0, drug0, and drug0",True,effect
DDI-DrugBank.d267.s5.e0,DDI-DrugBank.d267.s5.e7,"Other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as drug1 include certain drug0 (e. g., drug0, drug0, drug0, drug0, drug0, drug2, drug0, and drug0), drug0 salts, drug0, local drug0, drug0, and drug0",True,effect
DDI-DrugBank.d267.s5.e0,DDI-DrugBank.d267.s5.e8,"Other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as drug1 include certain drug0 (e. g., drug0, drug0, drug0, drug0, drug0, drug0, drug2, and drug0), drug0 salts, drug0, local drug0, drug0, and drug0",True,effect
DDI-DrugBank.d267.s5.e0,DDI-DrugBank.d267.s5.e9,"Other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as drug1 include certain drug0 (e. g., drug0, drug0, drug0, drug0, drug0, drug0, drug0, and drug2), drug0 salts, drug0, local drug0, drug0, and drug0",True,effect
DDI-DrugBank.d267.s5.e0,DDI-DrugBank.d267.s5.e10,"Other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as drug1 include certain drug0 (e. g., drug0, drug0, drug0, drug0, drug0, drug0, drug0, and drug0), drug2 salts, drug0, local drug0, drug0, and drug0",True,effect
DDI-DrugBank.d267.s5.e0,DDI-DrugBank.d267.s5.e11,"Other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as drug1 include certain drug0 (e. g., drug0, drug0, drug0, drug0, drug0, drug0, drug0, and drug0), drug0 salts, drug2, local drug0, drug0, and drug0",True,effect
DDI-DrugBank.d267.s5.e0,DDI-DrugBank.d267.s5.e12,"Other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as drug1 include certain drug0 (e. g., drug0, drug0, drug0, drug0, drug0, drug0, drug0, and drug0), drug0 salts, drug0, local drug2, drug0, and drug0",True,effect
DDI-DrugBank.d267.s5.e0,DDI-DrugBank.d267.s5.e13,"Other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as drug1 include certain drug0 (e. g., drug0, drug0, drug0, drug0, drug0, drug0, drug0, and drug0), drug0 salts, drug0, local drug0, drug2, and drug0",True,effect
DDI-DrugBank.d267.s5.e0,DDI-DrugBank.d267.s5.e14,"Other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as drug1 include certain drug0 (e. g., drug0, drug0, drug0, drug0, drug0, drug0, drug0, and drug0), drug0 salts, drug0, local drug0, drug0, and drug2",True,effect
DDI-DrugBank.d267.s5.e1,DDI-DrugBank.d267.s5.e2,"Other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as drug0 include certain drug1 (e. g., drug2, drug0, drug0, drug0, drug0, drug0, drug0, and drug0), drug0 salts, drug0, local drug0, drug0, and drug0",False, 
DDI-DrugBank.d267.s5.e1,DDI-DrugBank.d267.s5.e3,"Other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as drug0 include certain drug1 (e. g., drug0, drug2, drug0, drug0, drug0, drug0, drug0, and drug0), drug0 salts, drug0, local drug0, drug0, and drug0",False, 
DDI-DrugBank.d267.s6.e0,DDI-DrugBank.d267.s6.e1,"As with some other drug1, the time of onset of neuromuscular block induced by drug2 is lengthened and the duration of block is shortened in patients receiving drug0 or drug0",False, 
DDI-DrugBank.d267.s6.e0,DDI-DrugBank.d267.s6.e2,"As with some other drug1, the time of onset of neuromuscular block induced by drug0 is lengthened and the duration of block is shortened in patients receiving drug2 or drug0",True,effect
DDI-DrugBank.d267.s6.e0,DDI-DrugBank.d267.s6.e3,"As with some other drug1, the time of onset of neuromuscular block induced by drug0 is lengthened and the duration of block is shortened in patients receiving drug0 or drug2",True,effect
DDI-DrugBank.d267.s6.e1,DDI-DrugBank.d267.s6.e2,"As with some other drug0, the time of onset of neuromuscular block induced by drug1 is lengthened and the duration of block is shortened in patients receiving drug2 or drug0",True,effect
DDI-DrugBank.d267.s6.e1,DDI-DrugBank.d267.s6.e3,"As with some other drug0, the time of onset of neuromuscular block induced by drug1 is lengthened and the duration of block is shortened in patients receiving drug0 or drug2",True,effect
DDI-DrugBank.d267.s6.e2,DDI-DrugBank.d267.s6.e3,"As with some other drug0, the time of onset of neuromuscular block induced by drug0 is lengthened and the duration of block is shortened in patients receiving drug1 or drug2",False, 
DDI-DrugBank.d260.s0.e0,DDI-DrugBank.d260.s0.e1,"drug1 : drug2 is known to interact with the metabolism or renal tubular excretion of many drugs (e.g., drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0 agents, drug0, and drug0",False, 
DDI-DrugBank.d260.s0.e0,DDI-DrugBank.d260.s0.e2,"drug1 : drug0 is known to interact with the metabolism or renal tubular excretion of many drugs (e.g., drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0 agents, drug0, and drug0",False, 
DDI-DrugBank.d260.s0.e1,DDI-DrugBank.d260.s0.e2,"drug0 : drug1 is known to interact with the metabolism or renal tubular excretion of many drugs (e.g., drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0 agents, drug0, and drug0",True,mechanism
DDI-DrugBank.d260.s0.e1,DDI-DrugBank.d260.s0.e3,"drug0 : drug1 is known to interact with the metabolism or renal tubular excretion of many drugs (e.g., drug0, drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0 agents, drug0, and drug0",True,mechanism
DDI-DrugBank.d260.s0.e1,DDI-DrugBank.d260.s0.e4,"drug0 : drug1 is known to interact with the metabolism or renal tubular excretion of many drugs (e.g., drug0, drug0, drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0 agents, drug0, and drug0",True,mechanism
DDI-DrugBank.d260.s0.e1,DDI-DrugBank.d260.s0.e5,"drug0 : drug1 is known to interact with the metabolism or renal tubular excretion of many drugs (e.g., drug0, drug0, drug0, drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0 agents, drug0, and drug0",True,mechanism
DDI-DrugBank.d260.s0.e1,DDI-DrugBank.d260.s0.e6,"drug0 : drug1 is known to interact with the metabolism or renal tubular excretion of many drugs (e.g., drug0, drug0, drug0, drug0, drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0 agents, drug0, and drug0",True,mechanism
DDI-DrugBank.d260.s0.e1,DDI-DrugBank.d260.s0.e7,"drug0 : drug1 is known to interact with the metabolism or renal tubular excretion of many drugs (e.g., drug0, drug0, drug0, drug0, drug0, drug2, drug0, drug0, drug0, drug0, drug0, drug0 agents, drug0, and drug0",True,mechanism
DDI-DrugBank.d260.s0.e1,DDI-DrugBank.d260.s0.e8,"drug0 : drug1 is known to interact with the metabolism or renal tubular excretion of many drugs (e.g., drug0, drug0, drug0, drug0, drug0, drug0, drug2, drug0, drug0, drug0, drug0, drug0 agents, drug0, and drug0",True,mechanism
DDI-DrugBank.d260.s0.e1,DDI-DrugBank.d260.s0.e9,"drug0 : drug1 is known to interact with the metabolism or renal tubular excretion of many drugs (e.g., drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug2, drug0, drug0, drug0, drug0 agents, drug0, and drug0",True,mechanism
DDI-DrugBank.d260.s0.e1,DDI-DrugBank.d260.s0.e10,"drug0 : drug1 is known to interact with the metabolism or renal tubular excretion of many drugs (e.g., drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug2, drug0, drug0, drug0 agents, drug0, and drug0",True,mechanism
DDI-DrugBank.d260.s0.e1,DDI-DrugBank.d260.s0.e11,"drug0 : drug1 is known to interact with the metabolism or renal tubular excretion of many drugs (e.g., drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug2, drug0, drug0 agents, drug0, and drug0",True,mechanism
DDI-DrugBank.d260.s0.e1,DDI-DrugBank.d260.s0.e12,"drug0 : drug1 is known to interact with the metabolism or renal tubular excretion of many drugs (e.g., drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug2, drug0 agents, drug0, and drug0",True,mechanism
DDI-DrugBank.d260.s0.e1,DDI-DrugBank.d260.s0.e13,"drug0 : drug1 is known to interact with the metabolism or renal tubular excretion of many drugs (e.g., drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug2 agents, drug0, and drug0",True,mechanism
DDI-DrugBank.d260.s0.e1,DDI-DrugBank.d260.s0.e14,"drug0 : drug1 is known to interact with the metabolism or renal tubular excretion of many drugs (e.g., drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0 agents, drug2, and drug0",True,mechanism
DDI-DrugBank.d260.s0.e1,DDI-DrugBank.d260.s0.e15,"drug0 : drug1 is known to interact with the metabolism or renal tubular excretion of many drugs (e.g., drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0 agents, drug0, and drug2",True,mechanism
DDI-DrugBank.d260.s2.e0,DDI-DrugBank.d260.s2.e1,drug1 should either be temporarily discontinued or decreased by 50% when coadministered with drug2 on the day of drug0,True,advise
DDI-DrugBank.d260.s2.e0,DDI-DrugBank.d260.s2.e2,drug1 should either be temporarily discontinued or decreased by 50% when coadministered with drug0 on the day of drug2,False, 
DDI-DrugBank.d260.s2.e1,DDI-DrugBank.d260.s2.e2,drug0 should either be temporarily discontinued or decreased by 50% when coadministered with drug1 on the day of drug2,False, 
DDI-DrugBank.d260.s3.e0,DDI-DrugBank.d260.s3.e1,"Nephrotoxic agents : Concomitant administration of drug1 and agents with nephrotoxic potential [e.g., intravenous drug2 (e.g., drug0, drug0, and drug0), drug0, drug0, intravenous drug0, drug0, and drug0",True,advise
DDI-DrugBank.d260.s3.e0,DDI-DrugBank.d260.s3.e2,"Nephrotoxic agents : Concomitant administration of drug1 and agents with nephrotoxic potential [e.g., intravenous drug0 (e.g., drug2, drug0, and drug0), drug0, drug0, intravenous drug0, drug0, and drug0",True,advise
DDI-DrugBank.d260.s3.e0,DDI-DrugBank.d260.s3.e3,"Nephrotoxic agents : Concomitant administration of drug1 and agents with nephrotoxic potential [e.g., intravenous drug0 (e.g., drug0, drug2, and drug0), drug0, drug0, intravenous drug0, drug0, and drug0",True,advise
DDI-DrugBank.d260.s3.e0,DDI-DrugBank.d260.s3.e4,"Nephrotoxic agents : Concomitant administration of drug1 and agents with nephrotoxic potential [e.g., intravenous drug0 (e.g., drug0, drug0, and drug2), drug0, drug0, intravenous drug0, drug0, and drug0",True,advise
DDI-DrugBank.d260.s3.e0,DDI-DrugBank.d260.s3.e5,"Nephrotoxic agents : Concomitant administration of drug1 and agents with nephrotoxic potential [e.g., intravenous drug0 (e.g., drug0, drug0, and drug0), drug2, drug0, intravenous drug0, drug0, and drug0",True,advise
DDI-DrugBank.d260.s3.e0,DDI-DrugBank.d260.s3.e6,"Nephrotoxic agents : Concomitant administration of drug1 and agents with nephrotoxic potential [e.g., intravenous drug0 (e.g., drug0, drug0, and drug0), drug0, drug2, intravenous drug0, drug0, and drug0",True,advise
DDI-DrugBank.d260.s3.e0,DDI-DrugBank.d260.s3.e7,"Nephrotoxic agents : Concomitant administration of drug1 and agents with nephrotoxic potential [e.g., intravenous drug0 (e.g., drug0, drug0, and drug0), drug0, drug0, intravenous drug2, drug0, and drug0",True,advise
DDI-DrugBank.d260.s3.e0,DDI-DrugBank.d260.s3.e8,"Nephrotoxic agents : Concomitant administration of drug1 and agents with nephrotoxic potential [e.g., intravenous drug0 (e.g., drug0, drug0, and drug0), drug0, drug0, intravenous drug0, drug2, and drug0",True,advise
DDI-DrugBank.d260.s3.e0,DDI-DrugBank.d260.s3.e9,"Nephrotoxic agents : Concomitant administration of drug1 and agents with nephrotoxic potential [e.g., intravenous drug0 (e.g., drug0, drug0, and drug0), drug0, drug0, intravenous drug0, drug0, and drug2",True,advise
DDI-DrugBank.d260.s3.e1,DDI-DrugBank.d260.s3.e2,"Nephrotoxic agents : Concomitant administration of drug0 and agents with nephrotoxic potential [e.g., intravenous drug1 (e.g., drug2, drug0, and drug0), drug0, drug0, intravenous drug0, drug0, and drug0",False, 
DDI-DrugBank.d260.s3.e1,DDI-DrugBank.d260.s3.e3,"Nephrotoxic agents : Concomitant administration of drug0 and agents with nephrotoxic potential [e.g., intravenous drug1 (e.g., drug0, drug2, and drug0), drug0, drug0, intravenous drug0, drug0, and drug0",False, 
DDI-DrugBank.d133.s0.e0,DDI-DrugBank.d133.s0.e1,"Co-administration of drug1 and drug2 or other agents interfering with neuromuscular transmission (e.g., drug0) should only be performed with caution as the effect of the drug0",True,advise
DDI-DrugBank.d133.s0.e0,DDI-DrugBank.d133.s0.e2,"Co-administration of drug1 and drug0 or other agents interfering with neuromuscular transmission (e.g., drug2) should only be performed with caution as the effect of the drug0",True,advise
DDI-DrugBank.d133.s0.e0,DDI-DrugBank.d133.s0.e3,"Co-administration of drug1 and drug0 or other agents interfering with neuromuscular transmission (e.g., drug0) should only be performed with caution as the effect of the drug2",False, 
DDI-DrugBank.d133.s0.e1,DDI-DrugBank.d133.s0.e2,"Co-administration of drug0 and drug1 or other agents interfering with neuromuscular transmission (e.g., drug2) should only be performed with caution as the effect of the drug0",False, 
